area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Direct human consumption,18857.5407193353,37245019.52115973
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,9.4382085682,0.4776703594603994
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Other,9.4382085682,0.4776703594603994
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Direct human consumption,3521.7020701080,6955618.672714497
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Fishmeal and fish oil,1.7626136487,0.08920636676743951
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Other,1.7626136487,0.08920636676743951
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,98.3814689517,194310.58302693855
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3905.9402293227,7714517.086548975
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Direct human consumption,17223.0520735867,37034487.751104474
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,8.6201461830,0.47651937079575374
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Other,8.6201461830,0.47651937079575374
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,24.4984235710,52678.617226847215
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,149.7343736123,321971.7272973175
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.0749421289,0.004142780803041193
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Other,0.0749421289,0.004142780803041193
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,1225.5342278710,2635249.092711903
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.6133804944,0.03390750934611507
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.6133804944,0.03390750934611507
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,46.7416477101,100507.91068799987
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Fishmeal and fish oil,0.0233942181,0.0012932261054323154
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Other,0.0233942181,0.0012932261054323154
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,94.6052020231,203428.24143747136
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0473499510,0.0026174925994211866
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0473499510,0.0026174925994211866
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,371.3567555420,798523.232447343
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.1858642420,0.010274525486861946
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.1858642420,0.010274525486861946
"Gulf of Alaska",lme,1963,"Oncorhynchus gorbuscha","Pink salmon","Medium demersals (30 - 89 cm)","Salmon, smelts, etc","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,33.0060618434,70972.47269697678
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,longline,,1.4204468794
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,purse seine,,32.9997622174
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,gillnet,,80.1966709364
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Direct human consumption,86.3180437797,136296.10481003334
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Fishmeal and fish oil,0.0432022241,0.002186476572624908
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Other,0.0432022241,0.002186476572624908
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Direct human consumption,2005.3371659060,3166425.3796283924
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1.0036722552,0.05079613185697446
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Other,1.0036722552,0.05079613185697446
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Direct human consumption,4873.4098064300,7695109.210943163
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Fishmeal and fish oil,2.4391440473,0.12344575831398813
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Other,2.4391440473,0.12344575831398813
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,157.3405341137,248440.54602505188
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,944.0260219160,1490616.1445793784
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Direct human consumption,3104.3940189605,5336689.252538571
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1.5537507602,0.08589092562089101
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Other,1.5537507602,0.08589092562089101
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,296.5186285094,509738.0578233875
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,0.5864677914,1008.1827049117813
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.0002935274,1.6226117283980027e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Other,0.0002935274,1.6226117283980027e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,1486.5002270860,2555406.8643780993
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.7439941077,0.041127794880507135
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.7439941077,0.041127794880507135
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,1.2239327820,2104.0334711202418
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Fishmeal and fish oil,0.0006125790,3.3863201288306164e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Other,0.0006125790,3.3863201288306164e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,2.6129269887,4491.820076031408
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0013077713,7.229324508061189e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0013077713,7.229324508061189e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,6.9543514868,11955.05873659053
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.0034806564,0.00019240975296611718
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.0034806564,0.00019240975296611718
"Gulf of Alaska",lme,1963,"Oncorhynchus keta","Chum salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,2.5605189276,4401.7266359716805
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,longline,,2.6800364737
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,purse seine,,44.1938012273
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,gillnet,,41.0313582705
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Direct human consumption,163.3187426460,657451.1941521404
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Fishmeal and fish oil,0.0817411124,0.004136940424386253
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,longline,Other,0.0817411124,0.004136940424386253
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Direct human consumption,2693.1260533064,10841370.139534699
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1.3479109376,0.06821814727071054
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Other,1.3479109376,0.06821814727071054
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Direct human consumption,2500.4099414085,10065577.748245755
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Fishmeal and fish oil,1.2514564271,0.06333655768200588
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Other,1.2514564271,0.06333655768200588
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,745.6697638188,3001746.5768057457
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,726.5117366698,2924624.5782974907
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Direct human consumption,2895.2305878127,12688892.354439601
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,1.4490643583,0.08010388937561946
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Other,1.4490643583,0.08010388937561946
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,184.1087970321,806891.4154470159
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,4600.4199680877,20162205.389098287
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,2.3025124965,0.12728227373540318
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,2.3025124965,0.12728227373540318
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,176.9129793056,775354.3914470548
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Fishmeal and fish oil,0.0885450347,0.004894745787455974
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Other,0.0885450347,0.004894745787455974
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,9.2459858040,40522.27103135024
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0046276205,0.0002558136222826763
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0046276205,0.0002558136222826763
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,2.5617537870,11227.367581389895
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.0012821591,7.087740880742875e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.0012821591,7.087740880742875e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus nerka","Sockeye salmon","Medium pelagics (30 - 89 cm)","Salmon, smelts, etc","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,2.3001866177,10081.000287152208
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,purse seine,,4.6200828750
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Discards,Unreported,gillnet,,63.1908110728
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Direct human consumption,277.8394153033,1886382.0971798333
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.1390587664,0.007037802826755283
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,purse seine,Other,0.1390587664,0.007037802826755283
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Direct human consumption,3800.1262041002,25800839.058826253
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Fishmeal and fish oil,1.9019650671,0.09625898079309217
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Reported,gillnet,Other,1.9019650671,0.09625898079309217
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,purse seine,Direct human consumption,3.1643453595,21484.224723712123
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,0.0015837564,8.015435352001902e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,purse seine,Other,0.0015837564,8.015435352001902e-05
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,gillnet,Direct human consumption,43.2800785598,293848.75169937697
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,gillnet,Fishmeal and fish oil,0.0216617010,0.0010963047085954425
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Industrial,Landings,Unreported,gillnet,Other,0.0216617010,0.0010963047085954425
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,141.5356163128,960951.6793516838
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","Canada",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,1376.9185121473,9348545.55375042
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Direct human consumption,62.7687218234,463972.4570624529
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.0314157767,0.0017366557159064248
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Landings,Reported,purse seine,Other,0.0314157767,0.0017366557159064248
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,431.0725583680,3186392.653347951
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,4.6500854661,34372.399446537805
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.0023273701,0.00012865639556749328
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale seine nets,Other,0.0023273701,0.00012865639556749328
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,1174.9058968122,8684643.56012683
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.5880409894,0.03250674829879836
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.5880409894,0.03250674829879836
"Gulf of Alaska",lme,1963,"Oncorhynchus tshawytscha","Chinook salmon","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,10.1779976237,75233.49891899651
