unit_id,region_name,region_type,ppr_rank,ppr_species_2019,global_ppr_share,cumulative_ppr_share,selected_all84,selected_top25,article_count,best_quality_score,search_status,geometry_source,marker_lat,marker_lon,total_catch_tonnes,ppr_species,fraction_selected_ppr,rank_selected_ppr,accumulated fraction,catch_tl_coverage,data availability,ppr,search_notes
EEZ_219,Galapagos Isl. (Ecuador),EEZ,66,178171427.7951421,0.002396671642617886,0.9673226410718961,,,3,44,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,0.134,-88.67752678571429,68947.83335948801,178171427.7951421,0.0023966716426178864,66,0.9673226410718962,1,available,178171427.7951421,"Several models cover distinct Galápagos habitats: Darwin/Wolf, southeastern shelf, Bolivar Channel and penguin food web. None demonstrates complete EEZ coverage. Original PCA-2016 label overgeneralizes Darwin/Wolf as the entire Reserve."
HS_041,"Atlantic, Southwest",High Seas,67,149349456.46302813,0.0020089731085103503,0.9693316141804066,True,False,0,0,no suitable Ecopath model found after web + Zotero search,Selected Sea Around Us polygon from PPR Global Estimation release,-32.58067,-45.72823,62238.3652132951,149349456.46302813,0.0020089731085103507,67,0.9693316141804066,1,available,149349456.46302813,
EEZ_184,Cook Islands,EEZ,68,137382390.56615844,0.001847998210148172,0.9711796123905547,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-15.563500000000001,-162.87594812081466,57850.209005275494,137382390.56615844,0.0018479982101481723,68,0.9711796123905547,1,available,137382390.56615844,No direct Cook Islands model found. Warm-pool model citations or observer programmes mentioning Cook Islands do not demonstrate model coverage; 2007 model ends at 180°E and does not reach the Cook Islands.
EEZ_584,Marshall Isl.,EEZ,69,133348178.67679021,0.0017937320387692367,0.9729733444293239,,,1,25,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,9.634,166.33192864894193,56340.9448327468,133348178.67679021,0.001793732038769237,69,0.9729733444293239,1,available,133348178.67679021,No dedicated island/reef model verified. Warm-pool model supplies pooled pelagic context.
EEZ_462,Maldives,EEZ,70,122606801.3874515,0.0016492444816418545,0.9746225889109659,,,2,40,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,2.654,73.25034841938933,51028.4249362374,122606801.3874515,0.0016492444816418549,70,0.9746225889109658,1,available,122606801.3874515,BOBLME's explicit Maldives-and-open-waters component is useful but coarser than an EEZ-specific model; a tropical Indian Ocean pelagic model is an additional proxy.
LME_033,Red Sea,LME,71,114071139.38229904,0.0015344270873386497,0.9761570159983044,True,False,1,71,expanded_search,Selected Sea Around Us polygon from PPR Global Estimation release,21.64795,37.97961,147100.34178144718,114071139.38229904,0.0015344270873386499,71,0.9761570159983044,1,available,114071139.38229904,"Targeted LME-name search followed by named regional models and public publisher, institutional, author and report routes. Not an exhaustive literature census."
LME_006,Southeast U.S. Continental Shelf,LME,72,104438774.10426635,0.0014048573970752844,0.9775618733953796,True,False,1,71,source_links_improved,Selected Sea Around Us polygon from PPR Global Estimation release,30.84895,-78.65359,115599.570034811,104438774.10426635,0.0014048573970752848,72,0.9775618733953797,1,available,104438774.10426635,"Recovered 2001 author chapter from Florida agency; direct publication source replaces generic EcoBase. Targeted expansion, not an exhaustive literature census."
EEZ_723,Canary Isl. (Spain),EEZ,73,101920689.58241549,0.0013709854017620185,0.9789328587971416,,,1,44,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,28.4465,-19.159209812500002,92826.4650597252,101920689.58241549,0.0013709854017620187,73,0.9789328587971418,1,available,101920689.58241549,Verified El Hierro shallow rocky-bottom model. Other regional candidates include Tenerife-La Gomera and Gran Canaria; continental Northwest African models should not be labelled Canary island models.
HS_021,"Atlantic, Northwest",High Seas,74,101551846.3748264,0.0013660239100843662,0.9802988827072261,True,False,0,0,no suitable Ecopath model found after web + Zotero search,Selected Sea Around Us polygon from PPR Global Estimation release,47.84152,-55.80643,87745.0994728874,101551846.3748264,0.0013660239100843667,74,0.9802988827072261,1,available,101551846.3748264,
HS_081,"Pacific, Southwest",High Seas,75,91386286.47267893,0.001229281956280062,0.981528164663506,True,False,1,24,curated,Selected Sea Around Us polygon from PPR Global Estimation release,-41.64266,162.01436,45252.466822717106,91386286.47267893,0.0012292819562800621,75,0.9815281646635061,1,available,91386286.47267893,
HS_047,"Atlantic, Southeast",High Seas,76,87861469.42037457,0.0011818679057826558,0.9827100325692888,True,False,0,0,no suitable Ecopath model found after web + Zotero search,Selected Sea Around Us polygon from PPR Global Estimation release,-21.37572,6.20726,41830.7267805337,87861469.42037457,0.001181867905782656,76,0.9827100325692888,1,available,87861469.42037457,
LME_065,Aleutian Islands,LME,77,85526381.4039745,0.0011504574866083896,0.9838604900558972,True,False,2,58,searched_additional_sources,Selected Sea Around Us polygon from PPR Global Estimation release,52.52492,-177.61436,151507.6717909796,85526381.4039745,0.0011504574866083898,77,0.9838604900558972,1,available,85526381.4039745,"Targeted regional and bibliographic searches conducted; this is a broad follow-up search, not an assertion that all literature is exhausted."
EEZ_930,Costa Rica (Pacific),EEZ,78,80279567.24893846,0.0010798800048253993,0.9849403700607224,,,3,60,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,6.3785,-86.99571541501976,53716.993195901494,80279567.24893846,0.0010798800048253995,78,0.9849403700607225,1,available,80279567.24893846,"Gulf of Nicoya 1,530 km2 mass-balance model and dynamic extension found. These are local Pacific estuary studies, not the entire Costa Rica Pacific EEZ; offshore ETP proxy is separately identified."
EEZ_242,Fiji,EEZ,79,79413036.45710625,0.0010682238722909095,0.9860085939330134,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-17.430999999999997,175.5728808146233,57561.8277487637,79413036.45710625,0.0010682238722909097,79,0.9860085939330134,1,available,79413036.45710625,"Fiji reef study cites EwE as background but uses empirical mapping/random forests. No local EwE model confirmed. Main islands lie south of the 2007 warm-pool limit (15°S), so basin assignment was not inferred from Pacific-wide naming."
LME_019,Greenland Sea,LME,80,76279788.78654897,0.0010260770144346807,0.987034670947448,True,False,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,69.63087,-29.92184,87093.8235737202,76279788.78654897,0.001026077014434681,80,0.9870346709474481,1,available,76279788.78654897,"Targeted Ecopath Greenland Sea searches yielded adjacent West Greenland/Norwegian models and 2025 northeast Greenland StrathE2EPolar study. The latter is not EwE; no defensible new Greenland Sea EwE source confirmed. Targeted expansion, not an exhaustive literature census."
LME_008,Scotian Shelf,LME,81,75212513.43069898,0.0010117205678827025,0.9880463915153307,True,False,2,82,additional_sources_found,Selected Sea Around Us polygon from PPR Global Estimation release,45.33613,-63.46922,148680.26073080717,75212513.43069898,0.0010117205678827027,81,0.9880463915153308,1,available,75212513.43069898,"Added 2011 three-model documentation and recovered earlier eastern shelf technical report. Targeted expansion, not an exhaustive literature census."
EEZ_132,Cape Verde,EEZ,82,68290801.75380284,0.0009186132144777118,0.9889650047298083,,,1,60,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,16.002000000000002,-25.787959636523986,41113.6989825735,68290801.75380284,0.000918613214477712,82,0.9889650047298085,1,available,68290801.75380284,"A dedicated Cape Verde coastal model is documented in chapter pp. 39–56 by Stobberup, Ramos and Coelho within the already-catalogued 2004 volume. Shelf ecosystem, baseline 1981–1985; offshore EEZ not covered."
EEZ_258,French Polynesia,EEZ,83,47721884.851591855,0.0006419305809660502,0.9896069353107744,,,1,20,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-17.8675,-144.97227185548618,30503.7776851117,47721884.851591855,0.0006419305809660504,83,0.9896069353107746,1,available,47721884.851591855,Published Ecopath models cover Moorea Tiahura fringing/barrier reef habitats. They represent only a small part of this large multi-archipelago EEZ.
EEZ_842,Hawaii Main Islands (USA),EEZ,84,47556032.822993144,0.0006396996236305665,0.990246634934405,,,2,64,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,20.579500000000003,-160.0093862539156,22486.1865752072,47556032.822993144,0.0006396996236305667,84,0.9902466349344051,1,available,47556032.822993144,Verified local models cover coastal reef and deeper insular habitats. Their domain is not the whole offshore EEZ. NOAA archive provides input tables for the newer model; no native model import was performed.
LME_010,Insular Pacific-Hawaiian,LME,85,44813494.47199182,0.0006028083892953153,0.9908494433237003,True,False,2,64,additional_sources_found,Selected Sea Around Us polygon from PPR Global Estimation release,23.68658,-166.78587,21171.9533963985,44813494.47199182,0.0006028083892953154,85,0.9908494433237004,1,available,44813494.47199182,"Main Hawaiian model already in catalog under EEZ reassigned to LME; 1984 French Frigate Shoals model identified but not duplicated into new source. Targeted expansion, not an exhaustive literature census."
EEZ_621,Madeira Isl. (Portugal),EEZ,86,34811066.00645102,0.00046826079680344437,0.9913177041205038,,,1,25,direct_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,32.951,-17.037983516483514,14928.145180905802,34811066.00645102,0.0004682607968034445,86,0.9913177041205038,1,available,34811066.00645102,Verified 2024 Madeira EEZ model. Madeira River models from Brazil were excluded.
EEZ_690,Seychelles,EEZ,87,32871376.210854456,0.000442169073870592,0.9917598731943744,,,1,40,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,-6.6865,51.92851719717925,18710.237207483602,32871376.210854456,0.0004421690738705921,87,0.9917598731943744,1,available,32871376.210854456,No local reef/plateau model verified. Tropical Indian Ocean EwE is a pelagic basin proxy; Seychelles fleet parameters do not mean the model resolves its EEZ.
HS_031,"Atlantic, Western Central",High Seas,88,32845718.432304144,0.0004418239384522756,0.9922016971328266,True,False,1,25,curated,Selected Sea Around Us polygon from PPR Global Estimation release,23.61281,-62.66891,16859.0112032287,32845718.432304144,0.00044182393845227573,88,0.9922016971328267,1,available,32845718.432304144,
EEZ_548,Vanuatu,EEZ,89,32659015.20720979,0.00043931250140141786,0.9926410096342281,,,1,25,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,-19.155,170.30507285078846,19630.861294589602,32659015.20720979,0.00043931250140141797,89,0.9926410096342281,1,available,32659015.20720979,No local reef model located. Warm-pool pelagic domain reaches northern Vanuatu waters only; it cannot represent the whole EEZ.
LME_039,North Australian Shelf,LME,90,32609919.10129194,0.00043865208549594755,0.993079661719724,True,False,1,63,expanded_search,Selected Sea Around Us polygon from PPR Global Estimation release,-12.79708,134.04322,44872.4444403339,32609919.10129194,0.0004386520854959476,90,0.9930796617197241,1,available,32609919.10129194,"Targeted LME-name search followed by named regional models and public publisher, institutional, author and report routes. Not an exhaustive literature census."
LME_041,East-Central Australian Shelf,LME,91,32154354.584904723,0.0004325240627746864,0.9935121857824986,True,False,1,67,expanded_search,Selected Sea Around Us polygon from PPR Global Estimation release,-30.82141,152.59581,39281.024733703096,32154354.584904723,0.0004325240627746865,91,0.9935121857824988,1,available,32154354.584904723,"Targeted LME-name search followed by named regional models and public publisher, institutional, author and report routes. Not an exhaustive literature census."
EEZ_393,Japan (Daito Islands),EEZ,92,29495755.19813662,0.0003967619327957171,0.9939089477152943,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,22.895,133.273723064963,17808.098251388197,29495755.19813662,0.00039676193279571716,92,0.9939089477152945,1,available,29495755.19813662,Daito Ecopath and trophic-model searches did not yield a local EwE study. Eastern Japan/Oyashio coastal models are geographically distinct and were not assigned.
HS_048,"Atlantic, Antarctic",High Seas,93,29368420.191220015,0.0003950490868923859,0.9943039968021867,True,False,1,25,curated,Selected Sea Around Us polygon from PPR Global Estimation release,-71.01166,-51.96195,154127.61540295082,29368420.191220015,0.000395049086892386,93,0.9943039968021868,1,available,29368420.191220015,
LME_040,Northeast Australian Shelf-Great Barrier Reef,LME,94,27661702.09258175,0.00037209118101730836,0.994676087983204,True,False,2,40,expanded_search,Selected Sea Around Us polygon from PPR Global Estimation release,-18.18579,147.62842,22842.531697643197,27661702.09258175,0.0003720911810173084,94,0.9946760879832042,1,available,27661702.09258175,"Targeted LME-name search followed by named regional models and public publisher, institutional, author and report routes. Not an exhaustive literature census."
EEZ_622,Azores Isl. (Portugal),EEZ,95,27576431.66877207,0.0003709441665423857,0.9950470321497464,,,1,52,direct_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,38.2665,-28.025917988598643,21195.0352962868,27576431.66877207,0.0003709441665423858,95,0.9950470321497465,1,available,27576431.66877207,Verified 2016 model explicitly confined to the Azores EEZ.
EEZ_772,Tokelau (New Zealand),EEZ,96,23763562.209588856,0.00031965538122527456,0.9953666875309718,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-8.876,-171.9980431235431,9835.363687701802,23763562.209588856,0.00031965538122527467,96,0.9953666875309718,1,available,23763562.209588856,No local model verified. The 2007 warm-pool model ends at 180 degrees and does not directly cover Tokelau.
LME_042,Southeast Australian Shelf,LME,97,22122834.477210246,0.0002975851442736472,0.9956642726752453,True,False,2,40,expanded_search,Selected Sea Around Us polygon from PPR Global Estimation release,-38.65742,144.37854,32645.7543579061,22122834.477210246,0.00029758514427364723,97,0.9956642726752455,1,available,22122834.477210246,"Targeted LME-name search followed by named regional models and public publisher, institutional, author and report routes. Not an exhaustive literature census."
EEZ_585,Palau,EEZ,98,21756489.01330104,0.0002926572509766231,0.995956929926222,,,1,25,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,6.269,133.05181914893615,10527.122073695098,21756489.01330104,0.0002926572509766232,98,0.9959569299262221,1,available,21756489.01330104,No island-specific EwE model verified. Warm-pool domain overlaps Palau but is only a broad pelagic proxy.
LME_043,Southwest Australian Shelf,LME,99,21615913.49973341,0.000290766300496048,0.9962476962267182,True,False,1,67,expanded_search,Selected Sea Around Us polygon from PPR Global Estimation release,-34.24714,129.41299,30450.9174249122,21615913.49973341,0.00029076630049604805,99,0.9962476962267182,1,available,21615913.49973341,"Targeted LME-name search followed by named regional models and public publisher, institutional, author and report routes. Not an exhaustive literature census."
EEZ_971,Japan (Ogasawara Islands),EEZ,100,19260173.048480563,0.00025907807524717615,0.9965067743019653,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,25.799,141.68799962855803,18442.8655651381,19260173.048480563,0.0002590780752471762,100,0.9965067743019653,1,available,19260173.048480563,Ogasawara/Bonin searches returned terrestrial island simulations and mainland eastern Japan marine Ecopath papers. Neither establishes coverage of this separate oceanic EEZ.
LME_045,Northwest Australian Shelf,LME,101,19198827.203371964,0.00025825288206562263,0.9967650271840308,True,False,1,82,searched_additional_sources,Selected Sea Around Us polygon from PPR Global Estimation release,-16.51355,122.75067,44647.94498142931,19198827.203371964,0.0002582528820656227,101,0.9967650271840309,1,available,19198827.203371964,"Targeted regional and bibliographic searches conducted; this is a broad follow-up search, not an assertion that all literature is exhausted."
EEZ_882,Samoa,EEZ,102,18932962.27433015,0.0002546766019398678,0.9970197037859708,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-13.0235,-172.5489218255189,13979.0205088216,18932962.27433015,0.00025467660193986786,102,0.9970197037859708,1,available,18932962.27433015,No independent Samoa model verified. American Samoa reports mentioning Hawaiian Ecopath work do not establish coverage of the independent Samoa EEZ.
EEZ_776,Tonga,EEZ,103,17016818.719265178,0.00022890161108729713,0.9972486053970582,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-19.941499999999998,-174.39744109990193,14542.412200733399,17016818.719265178,0.00022890161108729716,103,0.9972486053970582,1,available,17016818.719265178,No local model verified. Tonga lies east/south of the verified 2007 warm-pool domain; no assignment made.
EEZ_480,Mauritius,EEZ,104,16709126.407168973,0.00022476269022788528,0.997473368087286,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-16.132,57.77996870002498,15255.362035387398,16709126.407168973,0.00022476269022788533,104,0.997473368087286,1,available,16709126.407168973,MODIME project brief explicitly proposes an EwE model for Wakashio oil effects; it is labelled ongoing and does not provide a completed model or model inputs. Do not count the brief as an available model.
EEZ_898,Clipperton Isl. (France),EEZ,105,14841352.716606868,0.0001996383462497651,0.9976730064335358,,,1,60,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,10.573,-109.21967440204168,5821.5688911778,14841352.716606868,0.00019963834624976516,105,0.9976730064335358,1,available,14841352.716606868,"No Clipperton reef or full EEZ model verified. ETP pelagic study is a defensible broad offshore proxy, explicitly not a local reconstruction."
EEZ_540,New Caledonia (France),EEZ,106,14486808.543640152,0.000194869197930531,0.9978678756314664,,,1,40,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-20.49674373764008,160.61137358816427,11907.664433573698,14486808.543640152,0.00019486919793053106,106,0.9978678756314664,1,available,14486808.543640152,Verified Ecopath study of Uvea shallow lagoon. New Caledonia author affiliations on warm-pool reports do not establish model coverage.
EEZ_044,Bahamas,EEZ,107,14068447.015522765,0.00018924161093070025,0.998057117242397,,,1,20,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,25.3655,-73.69841260425655,18392.7135678369,14068447.015522765,0.0001892416109307003,107,0.9980571172423971,1,available,14068447.015522765,A preliminary Ecopath model exists for the North Sound lemon-shark nursery at Bimini; only its 2001 conference abstract was confirmed. No Bahamas-wide model found.
EEZ_226,Equatorial Guinea,EEZ,108,13733577.498158086,0.0001847371160957156,0.9982418543584927,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-1.737,4.803739405370397,23094.1925275575,13733577.498158086,0.00018473711609571562,108,0.9982418543584928,1,available,13733577.498158086,Targeted Ecopath/Ecosim search did not locate an Equatorial Guinea model. Guinea and Guinea-Bissau models are different countries and were not reused.
EEZ_016,American Samoa,EEZ,109,11609368.971725864,0.00015616334082036226,0.998398017699313,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-13.224499999999999,-168.64877848101264,5598.672346021601,11609368.971725864,0.0001561633408203623,109,0.9983980176993131,1,available,11609368.971725864,"A NOAA 2017 workshop describes development of an American Samoa coral reef Ecosim model, but a model publication/database was not confirmed. A report excerpt about social objectives was traced to a Hawaii model and excluded. Warm-pool 2007 bounds do not reach American Samoa."
EEZ_155,Juan Fernandez Islands (Chile),EEZ,110,10134000.51502535,0.000136317432941953,0.9985343351322551,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-33.701499999999996,-80.58385704134713,42555.52794494491,10134000.51502535,0.00013631743294195302,110,0.9985343351322551,1,available,10134000.51502535,"A 2008 author field report mentioned developing Ecopath/STELLA models, but complete local Ecopath documentation was not established. Later Juan Fernández Ridge ecosystem paper is Atlantis, and lobster study is bioeconomic; neither counted as EwE."
EEZ_846,Howland & Baker Isl. (USA),EEZ,111,9583004.046822514,0.00012890570802698688,0.9986632408402821,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,0.5595,-176.56107020923866,4352.1546382121005,9583004.046822514,0.0001289057080269869,111,0.9986632408402821,1,available,9583004.046822514,"Targeted geographic Ecopath/EwE search returned no verified local marine mass-balance model. This is a search outcome, not evidence that no unpublished model exists. No unsupported full-EEZ assignment or island-surrounding rectangle added."
LME_044,West-Central Australian Shelf,LME,112,8269244.800308175,0.00011123368524357958,0.9987744745255257,True,False,1,40,expanded_search,Selected Sea Around Us polygon from PPR Global Estimation release,-27.77961,113.73541,19839.072931287603,8269244.800308175,0.00011123368524357961,112,0.9987744745255257,1,available,8269244.800308175,"Targeted LME-name search followed by named regional models and public publisher, institutional, author and report routes. Not an exhaustive literature census."
EEZ_845,Jarvis Isl. (USA),EEZ,113,7929382.82878491,0.00010666203444842204,0.9988811365599741,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-1.1075,-160.2852044392523,3423.5308595899996,7929382.82878491,0.00010666203444842206,113,0.9988811365599741,1,available,7929382.82878491,"No verified island-specific Ecopath model found. NOAA coral bleaching and field monitoring studies are contextual data, not loadable EwE models."
EEZ_153,Easter Isl. (Chile),EEZ,114,7297323.667236305,9.815989531373368e-05,0.9989792964552878,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-26.7185,-107.44970764549944,3582.4039295136,7297323.667236305,9.81598953137337e-05,114,0.9989792964552878,1,available,7297323.667236305,Rapa Nui trophic-pathway study located uses stable isotopes and cites Ecopath background; search did not establish an actual local EwE model. No Humboldt mainland model assigned.
EEZ_626,Timor Leste,EEZ,115,7104836.656840956,9.557065771769638e-05,0.9990748671130055,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-9.738,126.91122844469807,6740.4405352820995,7104836.656840956,9.55706577176964e-05,115,0.9990748671130055,1,available,7104836.656840956,"Search located a training-workshop reference to participants from Timor Leste, not a model for Timorese waters. No defensible local model was verified."
HS_088,"Pacific, Antarctic",High Seas,116,5471586.54715935,7.36010059524475e-05,0.9991484681189581,True,False,0,0,no suitable Ecopath model found after web + Zotero search,Selected Sea Around Us polygon from PPR Global Estimation release,-75.40523,-113.42655,3559.327863,5471586.54715935,7.360100595244751e-05,116,0.999148468118958,1,available,5471586.54715935,
EEZ_910,South Orkney Islands (UK),EEZ,117,4841842.867915373,6.513001351084658e-05,0.999213598132469,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-60.611000000000004,-45.094793903042294,267149.7089344195,4841842.867915373,6.51300135108466e-05,117,0.9992135981324688,1,available,4841842.867915373,"Antarctic Peninsula/CCAMLR 48.1 model hits reference South Orkney in background, but their defined domain does not establish coverage of South Orkney/48.2. Local benthic surveys are not Ecopath models; no assignment made."
EEZ_897,Kerguelen Isl. (France),EEZ,118,4822911.269595499,6.487535525612999e-05,0.9992784734877251,,,3,44,direct_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-49.1755,65.96580264510969,5596.068903000001,4822911.269595499,6.487535525613e-05,118,0.9992784734877249,1,available,4822911.269595499,"Existing KER-2005 is geographically reassigned to the actual Kerguelen EEZ. Two newer study options found, including a documented rectangular Kerguelen Plateau domain. Newer model time-series data have confidentiality restrictions."
EEZ_239,South Georgia & Sandwich Isl. (UK),EEZ,119,4624410.704054249,6.220522636754453e-05,0.9993406787140927,,,1,40,partial_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-56.5965,-31.537453947368423,142823.95840618768,4624410.704054249,6.220522636754455e-05,119,0.9993406787140925,1,available,4624410.704054249,South Georgia shelf pelagic Ecopath model found. No direct South Sandwich Islands model confirmed; Antarctic Peninsula models must not be treated as local coverage.
EEZ_970,St Paul and St. Peter Archipelago (Brazil),EEZ,120,4397891.451362429,5.915820431607573e-05,0.9993998369184086,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,0.6065,-29.343000000000004,6274.562444918601,4397891.451362429,5.915820431607574e-05,120,0.9993998369184086,1,available,4397891.451362429,"Integrated ecosystem assessment includes this archipelago but uses ODEMM, not EwE. Portuguese and English searches did not verify a local mass-balance model."
EEZ_077,Trindade & Martim Vaz Isl. (Brazil),EEZ,121,3959781.1888991157,5.326496736232028e-05,0.999453101885771,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-20.496000000000002,-27.307951347440763,6471.8616207145,3959781.1888991157,5.3264967362320283e-05,121,0.999453101885771,1,available,3959781.1888991157,Targeted island-name searches found local reef/environment studies but no defensible Ecopath model. Brazilian continental-shelf models were not assigned to distant oceanic islands.
EEZ_316,Guam (USA),EEZ,122,3197466.711028016,4.301069980393605e-05,0.999496112585575,,,1,25,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,13.310500000000001,142.93146551724138,1385.0534596170999,3197466.711028016,4.3010699803936055e-05,122,0.9994961125855749,1,available,3197466.711028016,Guam-specific search chiefly returned Atlantis coral-reef work. The older warm-pool Ecopath oceanic domain includes Guam waters only as regional pelagic context.
EEZ_312,Guadeloupe  (France),EEZ,123,3035680.419758,4.083443270404508e-05,0.999536947018279,,,1,36,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,16.7845,-59.55513199337549,5032.7505711547,3035680.419758,4.0834432704045096e-05,123,0.999536947018279,1,available,3035680.419758,"Lesser Antilles model explicitly aggregates island EEZs from Antigua/St Kitts to Trinidad. Useful regional pelagic context, with no separate country balance or whole-ecosystem EEZ reconstruction."
EEZ_334,Heard & McDonald Isl. (Australia),EEZ,124,3029959.8663934683,4.075748272279097e-05,0.9995777045010018,,,2,40,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,-53.1635,70.32079257374504,4250.4902151652,3029959.8663934683,4.0757482722790976e-05,124,0.9995777045010018,1,available,3029959.8663934683,"Kerguelen Plateau EwE studies explicitly extend their domain to Heard/McDonald and Australian fishing zones. They aggregate both French and Australian territories, not an independently balanced Heard/McDonald EEZ."
LME_063,Hudson Bay Complex,LME,125,2919836.9461889495,3.927616507650763e-05,0.9996169806660782,True,False,2,40,searched_additional_sources,Selected Sea Around Us polygon from PPR Global Estimation release,62.37684,-78.74943,1269.735630608,2919836.9461889495,3.9276165076507634e-05,125,0.9996169806660783,1,available,2919836.9461889495,Found thesis containing development of the Hudson Bay and Antarctic Peninsula ecosystem models as a detailed alternative to blocked chapter/publisher routes.
EEZ_052,Barbados,EEZ,126,2898747.7148155924,3.899248343673738e-05,0.9996559731495149,,,1,36,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,13.5205,-58.15385300499024,3109.8835019505,2898747.7148155924,3.899248343673739e-05,126,0.999655973149515,1,available,2898747.7148155924,"Lesser Antilles model explicitly aggregates island EEZs from Antigua/St Kitts to Trinidad. Useful regional pelagic context, with no separate country balance or whole-ecosystem EEZ reconstruction."
EEZ_092,British Virgin Isl. (UK),EEZ,127,2636688.6764859944,3.546739822173645e-05,0.9996914405477366,,,1,36,proxy_only,Selected Sea Around Us polygon from PPR Global Estimation release,20.884,-64.55225726795096,4102.3911591021,2636688.6764859944,3.5467398221736454e-05,127,0.9996914405477367,1,available,2636688.6764859944,"Original Opitz report explicitly includes British Virgin shelf in its Puerto Rico–Virgin Islands context, but model unit is a composite shallow reef transect. EcoBase country metadata alone would overstate local precision."
EEZ_969,Fernando de Noronha (Brazil),EEZ,128,2047092.4737868535,2.7536449263809618e-05,0.9997189769970004,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-3.7855,-32.05866896891884,7461.650372688001,2047092.4737868535,2.753644926380962e-05,128,0.9997189769970005,1,available,2047092.4737868535,No local Ecopath verified. Isotope/food-web and fisheries observations are not an Ecopath model; mainland northeastern Brazil shelf model cannot be assumed to represent this oceanic island EEZ.
EEZ_570,Niue (New Zealand),EEZ,129,1828455.3453385285,2.4595453548278894e-05,0.9997435724505487,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,-19.499499999999998,-169.1663648192934,949.5273417068,1828455.3453385285,2.4595453548278897e-05,129,0.9997435724505488,1,available,1828455.3453385285,No defensible island-specific model located. Niue lies east/south of the fixed 2007 warm-pool domain; that report is not assigned.
EEZ_796,Turks & Caicos Isl. (UK),EEZ,130,1613035.7630321903,2.169773863086907e-05,0.9997652701891795,,,0,0,no_defensible_model_found,Selected Sea Around Us polygon from PPR Global Estimation release,23.423000000000002,-70.41007365439094,7446.679016808498,1613035.7630321903,2.1697738630869073e-05,130,0.9997652701891797,1,available,1613035.7630321903,No local EwE found. CRFM report mentions future Ecopath training rather than a Turks and Caicos ecosystem model. Caribbean-wide models are not equated to this Bahamas/Atlantic EEZ.
