group_name,model_tl,grouping_basis,explicit_members,supporting_taxa,membership_source,source_relationship,source_location,source_url,notes
Dem M inv,3.261758427043216,"size, habitat and feeding guild",Mugil curema; Balistes carolinensis; Balistes punctatus; Balistes vetula; Boops boops; Chelidonichthys gabonensis; Chelidonichthys lastoviza; Pagellus bellottii; Plectorhinchus mediterraneus; Pseudupeneus prayensis; Scarus hoefleri; Xyrichtys novacula,Marine fishes not identified; Mugilidae; Balistidae; Haemulidae; Perciformes; Sparidae; Pagellus bellottii; Pagellus; Balistes capriscus; Pseudupeneus prayensis; Balistes; Mugil; Plectorhinchus mediterraneus; Mullidae; Triglidae; Boops boops; Actinopterygii; Marine finfishes not identified; Labridae,Mugil curema; Balistes carolinensis; Balistes punctatus; Balistes vetula; Boops boops; Chelidonichthys gabonensis; Chelidonichthys lastoviza; Pagellus bellottii; Plectorhinchus mediterraneus; Pseudupeneus prayensis; Scarus hoefleri; Xyrichtys novacula (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Dem S pred,3.811781670790351,"size, habitat and feeding guild",Antennarius pardalis; Apogon imberbis; Arnoglossus imperialis; Bembrops heterurus; Chlorophthalmus agassizi; Pontinus accraensis; Solitas gruveli; Uranoscopus polli,Marine fishes not identified; Perciformes; Pleuronectiformes; Actinopterygii; Bothidae; Marine finfishes not identified; Arnoglossus laterna,Antennarius pardalis; Apogon imberbis; Arnoglossus imperialis; Bembrops heterurus; Chlorophthalmus agassizi; Pontinus accraensis; Solitas gruveli; Uranoscopus polli (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Dem S inv,3.173469387755102,"size, habitat and feeding guild",Antigonia capros; Ariomma bondi; Chilomycterus spinosus; Chromis cadenati; Sargocentron hastatus; Sphoeroides spengleri; Stephanolepis hispidus; Syacium micrurum; Synchiropus phaeton,Marine fishes not identified; Perciformes; Pleuronectiformes; Tetraodontidae; Holocentridae; Actinopterygii; Marine finfishes not identified,Antigonia capros; Ariomma bondi; Chilomycterus spinosus; Chromis cadenati; Sargocentron hastatus; Sphoeroides spengleri; Stephanolepis hispidus; Syacium micrurum; Synchiropus phaeton (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Bathy L pred,4.096801257197423,"size, habitat and feeding guild",Alepocephalus rostratus; Bathysaurus ferox; Epigonus telescopus; Gempylus serpens; Helicolenus dactylopterus dactylopterus; Hoplostethus mediterraneus; Lepidocybium flavobrunneum; Lophius vaillanti; Nemichthys scolopaceus; Polyprion americanus; Pontinus kuhlii,Scombroidei; Gempylidae; Lophiidae; Polyprion americanus; Bathysaurus ferox; Pontinus kuhlii; Helicolenus dactylopterus; Trachichthyidae; Lophius vaillanti; Lepidocybium flavobrunneum; Lophius; Hoplostethus atlanticus; Sebastidae; Epigonus telescopus,Alepocephalus rostratus; Bathysaurus ferox; Epigonus telescopus; Gempylus serpens; Helicolenus dactylopterus dactylopterus; Hoplostethus mediterraneus; Lepidocybium flavobrunneum; Lophius vaillanti; Nemichthys scolopaceus; Polyprion americanus; Pontinus kuhlii (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Bathy S pred,3.754116066357739,"size, habitat and feeding guild",Aristostomias xenostoma; Astronesthes spp; Chauliodus schmidti; Eustomias spp; Sternoptyx spp; Stomias affinis; Stomias lampropeltis,Stomias affinis,Aristostomias xenostoma; Astronesthes spp; Chauliodus schmidti; Eustomias spp; Sternoptyx spp; Stomias affinis; Stomias lampropeltis (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Bathy SM inv,3.556769495654368,"size, habitat and feeding guild",Ariomma melanum; Bathygadus melanobranchus; Bathymicrops regis; Bathypterois spp; Diretmichthys parini; Nezumia spp; Scopelosaurus lepidus; Serrivomer spp; Stomias longibarbatus; Trigla lyra,Triglidae,Ariomma melanum; Bathygadus melanobranchus; Bathymicrops regis; Bathypterois spp; Diretmichthys parini; Nezumia spp; Scopelosaurus lepidus; Serrivomer spp; Stomias longibarbatus; Trigla lyra (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Mésopélagiques,3.231486703099204,"size, habitat and feeding guild",Myctophidae divers; Benthosema glaciale; Cyclothone spp; Diaphus spp,Myctophidae,Myctophidae divers; Benthosema glaciale; Cyclothone spp; Diaphus spp (Table 6 p.131; printed names; full accepted-name crosswalk in members.csv).,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Céphalopodes,3.992010945734135,taxonomic,Céphalopodes,Cephalopoda; Sepia; Octopus vulgaris; Sepiida; Octopoda; Sepiidae; Teuthida; Sepia officinalis; Mollusca; Octopus; Octopodidae; Loliginidae; Loligo; Alloteuthis; Miscellaneous aquatic invertebrates,"Commercial and noncommercial octopus, cuttlefish and squid; catches dominated by Sepia spp. (source p.125).",direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Crustacés,2.966702470461869,taxonomic,,Nematocarcinus africanus; Dendrobranchiata; Penaeus notialis; Penaeidae; Parapenaeus longirostris; Nematopalaemon hastatus; Miscellaneous marine crustaceans; Aristeus varidens; Ocypode cursor; Callinectes marginatus; Aristaeopsis edwardsiana; Palinuridae; Parapenaeopsis atlantica; Decapoda; Penaeus kerathurus; Calappa rubroguttata; Callinectes pallidus; Solenocera africana; Panulirus; Chaceon maritae; Maja squinado; Panulirus regius; Miscellaneous aquatic invertebrates; Geryon; Malacostraca,"Commercial and noncommercial lobsters, shrimp and crabs (source p.125).",direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Benthos,2.173469387755102,feeding guild,,Murex; Gastropoda; Crassostrea; Mollusca; Mytilidae; Cymbium; Holothuriidae; Bivalvia; Miscellaneous aquatic invertebrates,"Macrobenthic bivalves, other molluscs, polychaetes, echinoderms and crustaceans other than those in Crustacés (source p.126).",direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Zool L,2.816326530612245,feeding guild,,,"Carnivorous zooplankton: euphausiids, appendicularians and chaetognaths as classified by the source p.125; preserve the author's grouping.",direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Zool S,2.0,feeding guild,,,"Herbivorous zooplankton: copepods, cladocerans, invertebrate larvae and unidentified organisms as classified by source p.125.",direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Producteurs primaires,1.0,primary producer,,,Phytoplankton primary producers; source p.125 explicitly says information on aquatic plants was unavailable.,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
Detritus,1.0,non-living,,,Detritus; nonliving organic material.,direct source,"Guénette & Diallo 2004 pp.125-131; Tables 2, 4 and 6",https://www.seaaroundus.org/doc/publications/books-and-reports/2004/Palomares-et-al-west-africa-ecosystems.pdf,"Species-list absence is retained. Mapping confidence concerns the group crosswalk, not model geographical representativeness."
diet_import,1,non-living,,,Algorithm-added diet-import bookkeeping group; no biological taxon.,analyst inference,SPPR groups_df generated import row,,Never takes catch.
