model_id,stage,group_id,group_name,parameter,source_value,solved_value,rule,route,fraction,engine_name_original
13_2_Northern_Humboldt_Current_(1995-1998),source_initializer,40,diet_import,p,,37.420923840246175,Frozen exporter settings: normalize diet; deterministic defaults; LIM only where still missing.,,,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,38,Pelagic detritus,p,5090.259743360343,5090.481246132698,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,36,Anchovy eggs,p,81.93913403799536,84.25613281754536,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,39,Benthic detritus,q,1751.6112896867576,1763.2886077020812,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,38,Pelagic detritus,q,5090.259743360343,5090.481246132698,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,36,Anchovy eggs,q,81.93913403799536,84.25613281754536,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,30,Chondrichthyans,M0,0.01111863866537926,0.016877183245379263,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,29,Catfish,M0,0.0986964358664111,0.23460483586641112,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,27,Medium sciaenids,M0,0.07797065965059131,0.10249022443059132,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,26,Medium demersal fish,M0,0.0702195877127324,0.13004656751273241,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,23,Benthic elasmobranchs,M0,0.02098836399473636,0.03719301867473636,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,22,Small demersal fish,M0,3.2426595415784147,3.2503952336984145,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,21,Flatfish,M0,3.451325833853003e-05,0.00165780412033853,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,20,Large hake,M0,0.006700170035899526,0.02523407518789952,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,19,Medium hake,M0,0.44286476478316994,0.46233516478316994,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,18,Small hake,M0,0.628031663830784,1.094397570390784,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,17,Other large pelagic fish,M0,0.3416564469598926,0.4751840523598926,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,16,Chub mackerel,M0,5.522509613684951,5.819571283524951,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,15,Horse mackerel,M0,6.695953029518151,7.394562207798151,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,14,Other small pelagic fish,M0,1.0995008229018595,1.7754182289018594,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,13,Other cephalopods,M0,0.38835856631069415,0.40254690412569416,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,12,Jumbo squid,M0,0.6834706928629479,0.7256560127229479,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,10,Anchovy,M0,21.594902660465323,30.86289777866532,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,9,Sardine,M0,0.45094358787714506,2.781331181177145,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,30,Chondrichthyans,EE,0.564231276512146,0.33853875278726386,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,29,Catfish,EE,0.8212506771087646,0.5751066875921291,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,27,Medium sciaenids,EE,0.7098218202590942,0.6185689989057268,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,26,Medium demersal fish,EE,0.8201572895050049,0.6669315791522454,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,23,Benthic elasmobranchs,EE,0.6587257981300354,0.3952354854080765,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,22,Small demersal fish,EE,0.7304298281669617,0.7297867412726093,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,21,Flatfish,EE,0.9954587817192078,0.7818678751391784,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,20,Large hake,EE,0.8738672733306885,0.5249609052644175,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,19,Medium hake,EE,0.14074458181858063,0.10296770719557768,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,18,Small hake,EE,0.7213676571846008,0.5144598965767655,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,17,Other large pelagic fish,EE,0.533972442150116,0.3518375976189665,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,16,Chub mackerel,EE,0.15512745082378387,0.1096808571884682,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,15,Horse mackerel,EE,0.23551708459854126,0.15575625309579333,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,14,Other small pelagic fish,EE,0.8999999761581421,0.8385250274293771,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,13,Other cephalopods,EE,0.949999988079071,0.9481732817271874,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,12,Jumbo squid,EE,0.7999784350395203,0.7876326625215937,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,10,Anchovy,EE,0.8148474097251892,0.7353845230537632,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,9,Sardine,EE,0.9700034856796265,0.8149874111778891,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,30,Chondrichthyans,catch,0.01439636145,0.00863781687,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,29,Catfish,catch,0.33977100000000005,0.20386260000000003,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,27,Medium sciaenids,catch,0.06129891195000001,0.036779347170000004,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,26,Medium demersal fish,catch,0.1495674495,0.0897404697,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,23,Benthic elasmobranchs,catch,0.040511636700000006,0.024306982020000003,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,22,Small demersal fish,catch,0.019339230299999996,0.011603538179999998,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,21,Flatfish,catch,0.004058227155,0.002434936293,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,20,Large hake,catch,0.04633476287999999,0.027800857727999995,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,19,Medium hake,catch,0.048676,0.029205599999999998,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,18,Small hake,catch,1.1659147664,0.69954885984,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,17,Other large pelagic fish,catch,0.3338190135,0.20029140809999998,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,16,Chub mackerel,catch,0.7426541746,0.44559250476,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,15,Horse mackerel,catch,1.7465229457,1.0479137674199999,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,14,Other small pelagic fish,catch,1.689793515,1.013876109,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,13,Other cephalopods,catch,0.0354708445375,0.021282506722499997,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,12,Jumbo squid,catch,0.10546329965,0.06327797979,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,10,Anchovy,catch,23.1699877955,13.901992677299999,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,9,Sardine,catch,5.82596898325,3.49558138995,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,39,Benthic detritus,growth,-4340.9949724808885,-4329.317654465565,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,38,Pelagic detritus,growth,5090.259743360343,5090.481246132698,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,36,Anchovy eggs,growth,12.539441007952618,14.856439787502623,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SM,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,30,Chondrichthyans,catch,0.01439636145,0.00863781687,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,29,Catfish,catch,0.33977100000000005,0.20386260000000003,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,27,Medium sciaenids,catch,0.06129891195000001,0.036779347170000004,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,26,Medium demersal fish,catch,0.1495674495,0.0897404697,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,23,Benthic elasmobranchs,catch,0.040511636700000006,0.024306982020000003,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,22,Small demersal fish,catch,0.019339230299999996,0.011603538179999998,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,21,Flatfish,catch,0.004058227155,0.002434936293,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,20,Large hake,catch,0.04633476287999999,0.027800857727999995,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,19,Medium hake,catch,0.048676,0.029205599999999998,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,18,Small hake,catch,1.1659147664,0.69954885984,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,17,Other large pelagic fish,catch,0.3338190135,0.20029140809999998,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,16,Chub mackerel,catch,0.7426541746,0.44559250476,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,15,Horse mackerel,catch,1.7465229457,1.0479137674199999,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,14,Other small pelagic fish,catch,1.689793515,1.013876109,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,13,Other cephalopods,catch,0.0354708445375,0.021282506722499997,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,12,Jumbo squid,catch,0.10546329965,0.06327797979,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,10,Anchovy,catch,23.1699877955,13.901992677299999,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,9,Sardine,catch,5.82596898325,3.49558138995,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,30,Chondrichthyans,external_loss,0.0,0.00575854458,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,29,Catfish,external_loss,0.0,0.1359084,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,27,Medium sciaenids,external_loss,0.0,0.024519564780000003,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,26,Medium demersal fish,external_loss,0.0,0.059826979800000006,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,23,Benthic elasmobranchs,external_loss,0.0,0.016204654680000003,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,22,Small demersal fish,external_loss,0.0,0.007735692119999998,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,21,Flatfish,external_loss,0.0,0.0016232908620000001,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,20,Large hake,external_loss,0.0,0.018533905151999996,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,19,Medium hake,external_loss,0.0,0.0194704,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,18,Small hake,external_loss,0.0,0.46636590656000004,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,17,Other large pelagic fish,external_loss,0.0,0.1335276054,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,16,Chub mackerel,external_loss,0.0,0.29706166984000004,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,15,Horse mackerel,external_loss,0.0,0.69860917828,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,14,Other small pelagic fish,external_loss,0.0,0.675917406,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,13,Other cephalopods,external_loss,0.0,0.014188337815,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
13_2_Northern_Humboldt_Current_(1995-1998),routing_scenario,12,Jumbo squid,external_loss,0.0,0.04218531986,"Freeze completed living P,Q,diet,predation,accumulation,migration. Solve EE for SM; detritus accumulation absorbs the change in routed inflow at fixed detritus predation. No new consumption is assumed.",SE,0.4,
